Latitude,Longitude,Altitude,Vertical Speed,MTE_Value,RA
  29.561043, -99.318560,11600,-2432,  29.561043, RA: Maintain vertical Speed; TIDh: ae00f2
  29.560822, -99.317727,11575,-2560,  29.560822, RA: Maintain vertical Speed; TIDh: ae00f2
  29.560318, -99.315772,11525,-2496,  29.560318, RA: Maintain vertical Speed; TIDh: ae00f2
  29.560066, -99.314898,11525,-2496,  29.560066, RA: Maintain vertical Speed; TIDh: ae00f2
  29.559880, -99.314091,11500,-2496,  29.559880, RA: Maintain vertical Speed; TIDh: ae00f2
  29.559600, -99.313121,11475,-2624,  29.559600, RA: Maintain vertical Speed; TIDh: ae00f2
  29.559082, -99.311124,11425,-2496,  29.559082, RA: Maintain vertical Speed; TIDh: ae00f2
  29.558578, -99.309170,11400,-2432,  29.558578, RA: Maintain vertical Speed; TIDh: ae00f2
  29.558304, -99.308219,11375,-2496,  29.558304, RA: Maintain vertical Speed; TIDh: ae00f2
  29.557785, -99.306174,11325,-2432,  29.557785, RA: Maintain vertical Speed; TIDh: ae00f2
  25.977825, -80.402386, 2075,  576,  25.977825, RA: Descend
  29.557552, -99.305205,11300,-2496,  29.557552, RA: Maintain vertical Speed; TIDh: ae00f2
  25.978409, -80.402250, 2075,  576,  25.978409, RA: Descend
  25.978867, -80.402199, 2075,  576,  25.978867, RA: Descend
  29.556931, -99.302990,11250,-2496,  29.556931, RA: Maintain vertical Speed; TIDh: ae00f2
  25.979507, -80.401991, 2100,  128,  25.979507, RA: Descend
  29.556668, -99.301919,11250,-2560,  29.556668, RA: Maintain vertical Speed; TIDh: ae00f2
  29.556668, -99.301919,11250,-2496,  29.556668, RA: Maintain vertical Speed; TIDh: ae00f2
  25.980106, -80.401911, 2100,  128,  25.980106, RA: Descend
  29.556202, -99.300196,11200,-2624,  29.556202, RA: Maintain vertical Speed; TIDh: ae00f2
  29.556202, -99.300196,11200,-2624,  29.556202, RA: Maintain vertical Speed; TIDh: ae00f2
  25.981796, -80.401369, 2100, -256,  25.981796, RA: Descend
  29.555736, -99.298473,11150,-2560,  29.555736, RA: Maintain vertical Speed; TIDh: ae00f2
  25.982254, -80.401266, 2075, -256,  25.982254, RA: Descend
  29.555457, -99.297288,11125,-2560,  29.555457, RA: Maintain vertical Speed; TIDh: ae00f2
  25.982806, -80.401066, 2075, -256,  25.982806, RA: Descend
  25.983457, -80.400854, 2075,-1088,  25.983457, RA: Descend
  29.554852, -99.295188,11075,-2752,  29.554852, RA: Maintain vertical Speed; TIDh: ae00f2
  25.984039, -80.400644, 2050,-1856,  25.984039, RA: Descend
  29.554619, -99.294218,11075,-2624,  29.554619, RA: Maintain vertical Speed; TIDh: ae00f2
  25.984575, -80.400432, 2025,-1856,  25.984575, RA: Descend
  29.554433, -99.293464,11050,-2496,  29.554433, RA: Maintain vertical Speed; TIDh: ae00f2
  29.554138, -99.292426,11025,-2432,  29.554138, RA: Maintain vertical Speed; TIDh: ae00f2
  25.985138, -80.400178, 2025,-2176,  25.985138, RA: Descend
  25.985779, -80.399918, 2000,-2176,  25.985779, RA: Descend
  29.553595, -99.290395,10975,-2560,  29.553595, RA: Maintain vertical Speed; TIDh: ae00f2
  25.986344, -80.399639, 1975,-1984,  25.986344, RA: Descend
  29.553314, -99.289310,10950,-2496,  29.553314, RA: Maintain vertical Speed; TIDh: ae00f2
  25.986877, -80.399400, 1975,-1984,  25.986877, RA: Descend
  29.552850, -99.287486,10925,-2688,  29.552850, RA: Maintain vertical Speed; TIDh: ae00f2
  25.987976, -80.398830, 1925,-1536,  25.987976, RA: Descend
  29.552571, -99.286571,10900,-2752,  29.552571, RA: Maintain vertical Speed; TIDh: ae00f2
  25.988485, -80.398530, 1925,-1536,  25.988485, RA: Descend
  29.551987, -99.284345,10850,-2752,  29.551987, RA: Maintain vertical Speed; TIDh: ae00f2
  25.989556, -80.397844, 1900,-1024,  25.989556, RA: Level Off
  29.551686, -99.283286,10825,-2816,  29.551686, RA: Maintain vertical Speed; TIDh: ae00f2
  25.990723, -80.397120, 1900, -320,  25.990723, RA: Level Off
  25.990723, -80.397120, 1900, -320,  25.990723, RA: Level Off
  29.551025, -99.280701,10750,-2560,  29.551025, RA: Maintain vertical Speed; TIDh: ae00f2
  25.991604, -80.396470, 1900,  192,  25.991604, RA: Level Off
  29.550755, -99.279839,10725,-2624,  29.550755, RA: Maintain vertical Speed; TIDh: ae00f2
  29.550568, -99.278958,10725,-2496,  29.550568, RA: Maintain vertical Speed; TIDh: ae00f2
  25.992691, -80.395669, 1900,  512,  25.992691, RA: Level Off
  29.550011, -99.276931,10675,-2368,  29.550011, RA: Maintain vertical Speed; TIDh: ae00f2
  25.994247, -80.394425, 1925, 1024,  25.994247, RA: Level Off
  25.994843, -80.393959, 1950, 1216,  25.994843, RA: Level Off
  29.549080, -99.273484,10600,-2304,  29.549080, RA: Maintain vertical Speed; TIDh: ae00f2
  29.549080, -99.273484,10600,-2304,  29.549080, RA: Maintain vertical Speed; TIDh: ae00f2
  25.995392, -80.393441, 1950,  960,  25.995392, Clear of Conflict
  29.548847, -99.272515,10575,-2176,  29.548847, RA: Maintain vertical Speed; TIDh: ae00f2
  29.548288, -99.270361,10550,-2112,  29.548288, RA: Maintain vertical Speed; TIDh: ae00f2
  29.548004, -99.269292,10525,-2176,  29.548004, RA: Maintain vertical Speed; TIDh: ae00f2
  29.547497, -99.267291,10500,-2048,  29.547497, RA: Maintain vertical Speed; TIDh: ae00f2
  29.547043, -99.265594,10450,-1984,  29.547043, RA: Maintain vertical Speed; TIDh: ae00f2
  29.546798, -99.264544,10450,-1920,  29.546798, RA: Maintain vertical Speed; TIDh: ae00f2
  25.999890, -80.388970, 1975,   64,  25.999890, Clear of Conflict
  29.546494, -99.263482,10425,-2048,  29.546494, RA: Maintain vertical Speed; TIDh: ae00f2
  29.545961, -99.261421,10400,-1984,  29.545961, RA: Maintain vertical Speed; TIDh: ae00f2
  29.545728, -99.260451,10375,-1920,  29.545728, RA: Maintain vertical Speed; TIDh: ae00f2
  29.544983, -99.257672,10325,-1920,  29.544983, RA: Maintain vertical Speed; TIDh: ae00f2
  29.544708, -99.256510,10300,-1856,  29.544708, RA: Maintain vertical Speed; TIDh: ae00f2
  29.544388, -99.255348,10300,-1728,  29.544388, RA: Maintain vertical Speed; TIDh: ae00f2
  29.543912, -99.253504,10275,-1728,  29.543912, RA: Maintain vertical Speed; TIDh: ae00f2
  26.003987, -80.383530, 2025,  640,  26.003987, Clear of Conflict
  29.543540, -99.251942,10250,-1664,  29.543540, RA: Maintain vertical Speed; TIDh: ae00f2
  29.543540, -99.251942,10250,-1664,  29.543540, RA: Maintain vertical Speed; TIDh: ae00f2
  29.543106, -99.250277,10225,-1664,  29.543106, RA: Maintain vertical Speed; TIDh: ae00f2
  29.542609, -99.248442,10200,-1600,  29.542609, RA: Maintain vertical Speed; TIDh: ae00f2
  29.542191, -99.246738,10175,-1536,  29.542191, RA: Maintain vertical Speed; TIDh: ae00f2
  29.541779, -99.245206,10150,-1600,  29.541779, RA: Maintain vertical Speed; TIDh: ae00f2
  29.541504, -99.244044,10125,-1536,  29.541504, RA: Maintain vertical Speed; TIDh: ae00f2
  29.541504, -99.244044,10125,-1536,  29.541504, RA: Maintain vertical Speed; TIDh: ae00f2
  29.541183, -99.242882,10125,-1536,  29.541183, RA: Maintain vertical Speed; TIDh: ae00f2
  29.540886, -99.241818,10100,-1536,  29.540886, RA: Maintain vertical Speed; TIDh: ae00f2
  26.007665, -80.377244, 2075,  768,  26.007665, Clear of Conflict
  29.540680, -99.240928,10100,-1280,  29.540680, RA: Maintain vertical Speed; TIDh: ae00f2
  29.540141, -99.238910,10075,-1280,  29.540141, RA: Maintain vertical Speed; TIDh: ae00f2
  29.539909, -99.237940,10075,-1216,  29.539909, RA: Maintain vertical Speed; TIDh: ae00f2
  29.539398, -99.235857,10050,-1152,  29.539398, RA: Maintain vertical Speed; TIDh: ae00f2
  29.538838, -99.233847,10025,-1152,  29.538838, RA: Maintain vertical Speed; TIDh: ae00f2
  29.538559, -99.232662,10025,-1024,  29.538559, RA: Maintain vertical Speed; TIDh: ae00f2
  29.538025, -99.230628,10000, -960,  29.538025, RA: Maintain vertical Speed; TIDh: ae00f2
  26.011047, -80.371002, 2150,  896,  26.011047, Clear of Conflict
  29.537567, -99.228885, 9975,-1024,  29.537567, RA: Maintain vertical Speed; TIDh: ae00f2
  29.537064, -99.226984, 9975, -704,  29.537064, RA: Maintain vertical Speed; TIDh: ae00f2
  29.536836, -99.226092, 9975, -512,  29.536836, RA: Maintain vertical Speed; TIDh: ae00f2
  29.536377, -99.224237, 9975, -512,  29.536377, RA: Maintain vertical Speed; TIDh: ae00f2
  29.536377, -99.224237, 9975, -512,  29.536377, RA: Maintain vertical Speed; TIDh: ae00f2
  29.536102, -99.223075, 9950, -192,  29.536102, RA: Maintain vertical Speed; TIDh: ae00f2
  29.535873, -99.222283, 9950, -192,  29.535873, RA: Maintain vertical Speed; TIDh: ae00f2
  29.535672, -99.221407, 9950, -128,  29.535672, RA: Maintain vertical Speed; TIDh: ae00f2
  29.535141, -99.219378, 9950, -256,  29.535141, RA: Maintain vertical Speed; TIDh: ae00f2
  29.534928, -99.218499, 9950,    0,  29.534928, RA: Maintain vertical Speed; TIDh: ae00f2
  29.534454, -99.216631, 9950,    0,  29.534454, RA: Maintain vertical Speed; TIDh: ae00f2
  29.533903, -99.214567, 9950,   64,  29.533903, RA: Maintain vertical Speed; TIDh: ae00f2
  29.533903, -99.214567, 9950,   64,  29.533903, RA: Maintain vertical Speed; TIDh: ae00f2
  29.533630, -99.213515, 9950,  128,  29.533630, RA: Maintain vertical Speed; TIDh: ae00f2
  29.533159, -99.211659, 9950,  128,  29.533159, RA: Maintain vertical Speed; TIDh: ae00f2
  29.532647, -99.209667, 9950,    0,  29.532647, RA: Maintain vertical Speed; TIDh: ae00f2
  29.532414, -99.208697, 9950, -384,  29.532414, Clear of Conflict; TIDh: ae00f2
  29.529807, -99.198572, 9950,  384,  29.529807, Clear of Conflict; TIDh: ae00f2
  29.527107, -99.187909, 9975,  128,  29.527107, Clear of Conflict; TIDh: ae00f2
  29.524338, -99.176912,10000, -128,  29.524338, Clear of Conflict; TIDh: ae00f2
  34.874097, -98.230476,21225, -192,  34.874097, RA: Climb; TIDh: ae0103
  34.875229, -98.230553,21225, -192,  34.875229, RA: Climb; TIDh: ae0103
  34.877289, -98.230666,21225, -832,  34.877289, RA: Climb; TIDh: ae0103
  34.878473, -98.230762,21200,-1216,  34.878473, RA: Climb; TIDh: ae0103
  34.880568, -98.230877,21175,-1408,  34.880568, RA: Climb; TIDh: ae0103
  34.881729, -98.231002,21175,-1600,  34.881729, RA: Climb; TIDh: ae0103
  34.882895, -98.231049,21150,-1600,  34.882895, RA: Climb; TIDh: ae0103
  34.884064, -98.231114,21125,-1664,  34.884064, RA: Climb; TIDh: ae0103
  34.885117, -98.231226,21125,-1984,  34.885117, RA: Climb; Crossing Climb; TIDh: ae0103
  34.887364, -98.231392,21075,-1984,  34.887364, RA: Climb; TIDh: ae0103
  34.889374, -98.231506,21050,-2176,  34.889374, RA: Climb; TIDh: ae0103
  34.890344, -98.231564,21025,-2304,  34.890344, Clear of Conflict; TIDh: ae0103
  34.903471, -98.232536,20775,-2624,  34.903471, Clear of Conflict; TIDh: ae0103
  34.914230, -98.233356,20600,-2048,  34.914230, Clear of Conflict; TIDh: ae0103
  34.927027, -98.234367,20425,-1792,  34.927027, Clear of Conflict; TIDh: ae0103
  33.950134, -99.118428,21050, -192,  33.950134, RA: Descend; TIDh: ae0055
  33.949849, -99.119740,21050, -192,  33.949849, RA: Descend; TIDh: ae0055
  33.949265, -99.122184,21050, -256,  33.949265, RA: Descend; TIDh: ae0055
  33.948964, -99.123516,21050, -256,  33.948964, RA: Descend; TIDh: ae0055
  33.948638, -99.124660,21050, -128,  33.948638, RA: Descend; TIDh: ae0055
  33.948638, -99.124660,21050, -128,  33.948638, RA: Descend; TIDh: ae0055
  33.948359, -99.125862,21050, -256,  33.948359, RA: Descend; TIDh: ae0055
  33.947845, -99.128125,21050, -320,  33.947845, RA: Descend; TIDh: ae0055
  33.947288, -99.130383,21050, -256,  33.947288, RA: Descend; TIDh: ae0055
  33.946976, -99.131657,21050, -320,  33.946976, RA: Descend; TIDh: ae0055
  33.946357, -99.134159,21025, -320,  33.946357, RA: Descend; TIDh: ae0055
  33.945877, -99.136141,21025, -384,  33.945877, RA: Descend; TIDh: ae0055
  33.945613, -99.137249,21025, -384,  33.945613, RA: Descend; TIDh: ae0055
  33.945007, -99.139595,21025, -448,  33.945007, RA: Descend; TIDh: ae0055
  33.944728, -99.140797,21000, -448,  33.944728, RA: Descend; TIDh: ae0055
  33.944138, -99.143316,21000, -448,  33.944138, RA: Descend; TIDh: ae0055
  33.944138, -99.143316,21000, -448,  33.944138, RA: Descend; TIDh: ae0055
  33.943844, -99.144344,21000, -448,  33.943844, Clear of Conflict; TIDh: ae0055
  33.940538, -99.157963,20950, -896,  33.940538, Clear of Conflict; TIDh: ae0055
  33.937958, -99.170221,20800,-3712,  33.937958, Clear of Conflict; TIDh: ae0055
  33.937233, -99.174271,19925,-12288,  33.937233, Clear of Conflict; TIDh: ae0055
  34.463972, -87.775040,16275,  448,  34.463972, RA: Level Off; TIDh: adff74
  34.462994, -87.775726,16275,  448,  34.462994, RA: Level Off; TIDh: adff74
  34.461179, -87.776985,16275,  320,  34.461179, RA: Level Off; TIDh: adff74
  34.459735, -87.778015,16275,  320,  34.459735, RA: Level Off; TIDh: adff74
  34.458801, -87.778688,16300,  320,  34.458801, RA: Level Off; TIDh: adff74
  34.457199, -87.779809,16300,  192,  34.457199, RA: Level Off; TIDh: adff74
  34.456291, -87.780476,16300,  256,  34.456291, RA: Level Off; TIDh: adff74
  34.455414, -87.781098,16300,  256,  34.455414, RA: Level Off; TIDh: adff74
  34.454773, -87.781603,16300,  256,  34.454773, RA: Level Off; TIDh: adff74
  34.452988, -87.782892,16300,  128,  34.452988, RA: Level Off; TIDh: adff74
  34.452101, -87.783508,16300,  128,  34.452101, Clear of Conflict; TIDh: adff74
  34.442884, -87.790375,16350, 1088,  34.442884, Clear of Conflict; TIDh: adff74
  34.433806, -87.797356,16225,-3200,  34.433806, Clear of Conflict; TIDh: adff74
  34.425934, -87.803519,15875,-4928,  34.425934, Clear of Conflict; TIDh: adff74
  30.887283, -87.836663, 6100, -640,  30.887283, RA: Level Off
  30.885548, -87.838220, 6075, -512,  30.885548, RA: Level Off
  30.884524, -87.839154, 6075, -512,  30.884524, RA: Level Off
  30.882935, -87.840540, 6050, -384,  30.882935, RA: Level Off
  30.882431, -87.840971, 6050, -384,  30.882431, RA: Level Off
  30.882010, -87.841351, 6050, -320,  30.882010, RA: Level Off
  30.880846, -87.842395, 6050, -192,  30.880846, RA: Level Off
  30.879593, -87.843502, 6050, -128,  30.879593, RA: Level Off
  30.879272, -87.843772, 6050, -128,  30.879272, RA: Level Off
  30.878769, -87.844202, 6050, -128,  30.878769, RA: Level Off
  30.877867, -87.845032, 6025,  -64,  30.877867, RA: Level Off
  30.877355, -87.845471, 6025,  -64,  30.877355, RA: Level Off
  30.876517, -87.846240, 6025,  -64,  30.876517, RA: Level Off
  30.876004, -87.846680, 6025,  -64,  30.876004, RA: Level Off
  30.875539, -87.847119, 6025,  -64,  30.875539, RA: Level Off
  30.873863, -87.848602, 6025,  -64,  30.873863, RA: Level Off
  30.873025, -87.849316, 6025,  -64,  30.873025, RA: Level Off
  30.872635, -87.849696, 6025,    0,  30.872635, RA: Level Off
  30.871675, -87.850525, 6025,    0,  30.871675, RA: Level Off
  30.871210, -87.850964, 6025,    0,  30.871210, RA: Level Off
  30.870438, -87.851634, 6025,    0,  30.870438, Clear of Conflict
  30.866043, -87.855566, 6025,    0,  30.866043, Clear of Conflict
  30.862839, -87.858474, 6025, -832,  30.862839, Clear of Conflict
  30.853912, -87.866444, 5875,-1472,  30.853912, Clear of Conflict
  29.442149,-100.870972, 3150, -448,  29.442149, RA: Monitor vertical Speed; TIDh: adffb3
  29.441777,-100.870541, 3150, -256,  29.441777, RA: Monitor vertical Speed; TIDh: adffb3
  29.441078,-100.869787, 3150,  320,  29.441078, RA: Monitor vertical Speed; TIDh: adffb3
  29.440704,-100.869334, 3150, -256,  29.440704, RA: Monitor vertical Speed; TIDh: adffb3
  29.440018,-100.868595, 3150, -128,  29.440018, RA: Monitor vertical Speed; TIDh: adffb3
  29.438611,-100.867040, 3125, -448,  29.438611, RA: Monitor vertical Speed; TIDh: adffb3
  29.438332,-100.866717, 3125, -640,  29.438332, RA: Monitor vertical Speed; TIDh: adffb3
  29.437317,-100.865584, 3100, -832,  29.437317, RA: Level Off; TIDh: adffb3
  29.436656,-100.864886, 3100, -896,  29.436656, RA: Level Off; TIDh: adffb3
  29.436377,-100.864617, 3075, -960,  29.436377, RA: Level Off; TIDh: adffb3
  29.435623,-100.863788, 3075, -960,  29.435623, RA: Level Off; TIDh: adffb3
  29.435306,-100.863432, 3050,-1088,  29.435306, RA: Level Off; TIDh: adffb3
  29.434570,-100.862626, 3025,-1152,  29.434570, RA: Level Off; TIDh: adffb3
  29.433909,-100.861978, 3025,-1280,  29.433909, RA: Level Off; TIDh: adffb3
  29.433304,-100.861332, 3000,-1344,  29.433304, RA: Level Off; TIDh: adffb3
  29.432968,-100.860936, 2975,-1280,  29.432968, RA: Climb; TIDh: adffb3
  29.432326,-100.860255, 2975,-1216,  29.432326, RA: Climb; TIDh: adffb3
  29.432326,-100.860255, 2975,-1280,  29.432326, RA: Climb; TIDh: adffb3
  29.431320,-100.859193, 2925,-1344,  29.431320, RA: Climb; TIDh: adffb3
  29.430790,-100.858639, 2900,-1280,  29.430790, RA: Climb; TIDh: adffb3
  29.430405,-100.858242, 2900,-1280,  29.430405, RA: Climb; TIDh: adffb3
  29.429764,-100.857556, 2875,-1216,  29.429764, Clear of Conflict; TIDh: adffb3
  29.426056,-100.853541, 2750,-1344,  29.426056, Clear of Conflict; TIDh: adffb3
  29.422440,-100.849686, 2625,-1088,  29.422440, Clear of Conflict; TIDh: adffb3
  29.419052,-100.845988, 2550,-1088,  29.419052, Clear of Conflict; TIDh: adffb3
  29.404953,-100.791479, 2725,-2432,  29.404953, RA: Descend; TIDh: adffb3
  29.404954,-100.792452, 2700,-2496,  29.404954, RA: Descend; TIDh: adffb3
  29.404907,-100.792883, 2675,-2496,  29.404907, RA: Descend; TIDh: adffb3
  29.404770,-100.793962, 2625,-2688,  29.404770, RA: Descend; TIDh: adffb3
  29.404535,-100.794983, 2600,-2752,  29.404535, RA: Descend; TIDh: adffb3
  29.404404,-100.795441, 2575,-2752,  29.404404, Clear of Conflict; TIDh: adffb3
  29.401602,-100.800422, 2325,-2304,  29.401602, Clear of Conflict; TIDh: adffb3
  29.397738,-100.803277, 2125,-1856,  29.397738, Clear of Conflict; TIDh: adffb3
  29.392685,-100.804420, 1950,-1856,  29.392685, Clear of Conflict; TIDh: adffb3
  41.099579, -73.768250, 3500,  832,  41.099579, RA: Monitor vertical Speed; TIDh: a695d1
  41.099899, -73.769592, 3525,  768,  41.099899, RA: Monitor vertical Speed; TIDh: a695d1
  41.100040, -73.770260, 3525,  512,  41.100040, RA: Monitor vertical Speed; TIDh: a695d1
  41.100133, -73.770696, 3525,  512,  41.100133, RA: Monitor vertical Speed; TIDh: a695d1
  41.100494, -73.772278, 3525,  512,  41.100494, RA: Monitor vertical Speed; TIDh: a695d1
  41.100831, -73.773818, 3525,   64,  41.100831, RA: Monitor vertical Speed; TIDh: a695d1
  41.100831, -73.773818, 3525,   64,  41.100831, RA: Monitor vertical Speed; TIDh: a695d1
  41.101181, -73.775452, 3525,   64,  41.101181, Clear of Conflict; TIDh: a695d1
  41.102509, -73.781860, 3550,  192,  41.102509, Clear of Conflict; TIDh: a695d1
  41.104928, -73.793605, 3575,  256,  41.104928, Clear of Conflict; TIDh: a695d1
  41.105440, -73.796102, 3575,   64,  41.105440, RA: Monitor vertical Speed
  40.910065, -74.357117, 3525,   64,  40.910065, RA: Monitor vertical Speed; TIDh: a0c876
  40.910758, -74.355594, 3525, -128,  40.910758, Clear of Conflict; TIDh: a0c876
  40.914413, -74.347778, 3525, -128,  40.914413, Clear of Conflict; TIDh: a0c876
  40.918067, -74.339988, 3525, -128,  40.918067, Clear of Conflict; TIDh: a0c876
  40.921605, -74.332372, 3550, -128,  40.921605, Clear of Conflict; TIDh: a0c876
  40.820068, -73.457275, 4550,   64,  40.820068, RA: Monitor vertical Speed; TIDh: ac97c3
  40.820709, -73.458252, 4550, -128,  40.820709, RA: Monitor vertical Speed; TIDh: ac97c3
  40.821121, -73.458801, 4550, -192,  40.821121, RA: Monitor vertical Speed; TIDh: ac97c3
  40.822076, -73.460208, 4525, -192,  40.822076, RA: Monitor vertical Speed; TIDh: ac97c3
  40.822775, -73.461269, 4525, -256,  40.822775, RA: Monitor vertical Speed; TIDh: ac97c3
  40.823845, -73.462767, 4525, -512,  40.823845, RA: Monitor vertical Speed; TIDh: ac97c3
  40.824188, -73.463318, 4500, -576,  40.824188, RA: Monitor vertical Speed; TIDh: ac97c3
  40.824869, -73.464328, 4500, -768,  40.824869, RA: Monitor vertical Speed; TIDh: ac97c3
  40.825241, -73.464844, 4500, -832,  40.825241, RA: Monitor vertical Speed; TIDh: ac97c3
  40.825928, -73.465820, 4475, -960,  40.825928, RA: Monitor vertical Speed; TIDh: ac97c3
  40.825928, -73.465820, 4475, -896,  40.825928, RA: Monitor vertical Speed; TIDh: ac97c3
  40.826266, -73.466325, 4475, -896,  40.826266, RA: Monitor vertical Speed; TIDh: ac97c3
  40.826266, -73.466325, 4475, -896,  40.826266, RA: Monitor vertical Speed; TIDh: ac97c3
  40.826964, -73.467262, 4450,-1024,  40.826964, RA: Monitor vertical Speed; TIDh: ac97c3
  40.827301, -73.467834, 4450,-1024,  40.827301, RA: Monitor vertical Speed; TIDh: ac97c3
  40.827663, -73.468323, 4425,-1024,  40.827663, RA: Monitor vertical Speed; TIDh: ac97c3
  40.828033, -73.468872, 4425,-1216,  40.828033, RA: Monitor vertical Speed; TIDh: ac97c3
  40.828733, -73.469946, 4400,-1024,  40.828733, RA: Monitor vertical Speed; TIDh: ac97c3
  40.829059, -73.470383, 4400, -896,  40.829059, RA: Monitor vertical Speed; TIDh: ac97c3
  40.829681, -73.471313, 4375, -896,  40.829681, RA: Monitor vertical Speed; TIDh: ac97c3
  40.829990, -73.471818, 4375,-1024,  40.829990, RA: Monitor vertical Speed; TIDh: ac97c3
  40.830368, -73.472351, 4350,-1024,  40.830368, RA: Monitor vertical Speed; TIDh: ac97c3
  40.830688, -73.472839, 4350, -960,  40.830688, RA: Monitor vertical Speed; TIDh: ac97c3
  40.831387, -73.473878, 4325, -896,  40.831387, Clear of Conflict; TIDh: ac97c3
  40.834900, -73.479126, 4225,-1088,  40.834900, Clear of Conflict; TIDh: ac97c3
  40.838183, -73.484116, 4150, -896,  40.838183, Clear of Conflict; TIDh: ac97c3
  40.841768, -73.489609, 4100, -576,  40.841768, Clear of Conflict; TIDh: ac97c3
  53.574555,  -3.026739, 9000,    0,  53.574555, Clear of Conflict
  33.686875, -84.752312,13350, 1792,  33.686875, RA: Descend; TIDh: a0db14
  33.686874, -84.753075,13375, 1600,  33.686874, RA: Descend; TIDh: a0db14
  33.686920, -84.753916,13375, 1600,  33.686920, RA: Descend; TIDh: a0db14
  33.686966, -84.755542,13400, 1600,  33.686966, RA: Descend; TIDh: a0db14
  33.687015, -84.756260,13425, 1088,  33.687015, RA: Descend; TIDh: a0db14
  33.687015, -84.757290,13425, 1088,  33.687015, RA: Descend; TIDh: a0db14
  33.687057, -84.758008,13425,  832,  33.687057, RA: Descend; TIDh: a0db14
  33.687057, -84.758008,13425,  832,  33.687057, RA: Descend; TIDh: a0db14
  33.687061, -84.758778,13450,  256,  33.687061, RA: Descend; TIDh: a0db14
  33.687103, -84.760306,13450,  -64,  33.687103, RA: Descend; TIDh: a0db14
  33.687149, -84.761147,13450,  -64,  33.687149, RA: Descend; TIDh: a0db14
  33.687201, -84.762039,13450, -576,  33.687201, RA: Descend; TIDh: a0db14
  33.687195, -84.762941,13425, -832,  33.687195, RA: Descend; TIDh: a0db14
  33.687248, -84.764557,13425,-1344,  33.687248, RA: Descend; TIDh: a0db14
  33.687294, -84.766216,13400,-1600,  33.687294, RA: Descend; TIDh: a0db14
  33.687341, -84.767017,13375,-2048,  33.687341, RA: Descend; TIDh: a0db14
  33.687378, -84.768602,13350,-2176,  33.687378, RA: Descend; TIDh: a0db14
  33.687424, -84.769443,13325,-2432,  33.687424, RA: Descend; TIDh: a0db14
  33.687480, -84.771137,13300,-2560,  33.687480, RA: Descend; TIDh: a0db14
  33.687480, -84.771996,13275,-2560,  33.687480, RA: Descend; TIDh: a0db14
  33.687527, -84.772854,13250,-2560,  33.687527, RA: Descend; TIDh: a0db14
  33.687527, -84.773655,13225,-2624,  33.687527, RA: Level Off; TIDh: a0db14
  33.687620, -84.775486,13175,-2624,  33.687620, RA: Level Off; TIDh: a0db14
  33.687607, -84.776225,13150,-2560,  33.687607, RA: Level Off; TIDh: a0db14
  33.687667, -84.777145,13125,-2560,  33.687667, RA: Level Off; TIDh: a0db14
  33.687698, -84.778075,13100,-2496,  33.687698, RA: Level Off; TIDh: a0db14
  33.687698, -84.778748,13100,-2304,  33.687698, RA: Level Off; TIDh: a0db14
  33.687760, -84.780293,13050,-1856,  33.687760, RA: Level Off; TIDh: a0db14
  33.687806, -84.781952,13025,-1856,  33.687806, RA: Level Off; TIDh: a0db14
  33.687836, -84.782895,13025,-1536,  33.687836, RA: Level Off; TIDh: a0db14
  33.687899, -84.784470,13000,-1216,  33.687899, RA: Level Off; TIDh: a0db14
  33.687927, -84.786034,12975,-1152,  33.687927, RA: Level Off; TIDh: a0db14
  33.687992, -84.787788,12950,-1088,  33.687992, RA: Level Off; TIDh: a0db14
  33.688019, -84.788669,12950,-1024,  33.688019, RA: Level Off; TIDh: a0db14
  33.688019, -84.789678,12950,-1024,  33.688019, RA: Level Off; TIDh: a0db14
  33.688086, -84.791222,12925, -896,  33.688086, RA: Level Off; TIDh: a0db14
  33.688086, -84.792709,12900, -768,  33.688086, RA: Level Off; TIDh: a0db14
  33.688156, -84.794218,12900, -704,  33.688156, RA: Level Off; TIDh: a0db14
  33.688132, -84.795113,12900, -576,  33.688132, RA: Level Off; TIDh: a0db14
  33.688202, -84.796684,12900, -448,  33.688202, RA: Level Off; TIDh: a0db14
  33.688202, -84.798254,12900, -384,  33.688202, Clear of Conflict; TIDh: a0db14
  33.688431, -84.806606,12875, -128,  33.688431, Clear of Conflict; TIDh: a0db14
  33.688598, -84.814796,12875,  -64,  33.688598, Clear of Conflict; TIDh: a0db14
  33.688843, -84.823309,12875,  128,  33.688843, Clear of Conflict; TIDh: a0db14
  34.653809, -98.684412, 7425,  960,  34.653809, RA: Climb; TIDh: ae0048
  34.652206, -98.684188, 7425,  640,  34.652206, RA: Climb; TIDh: ae0048
  34.651298, -98.684063, 7425,  384,  34.651298, RA: Climb; TIDh: ae0048
  34.649597, -98.683908, 7450,  384,  34.649597, RA: Climb; TIDh: ae0048
  34.648691, -98.683777, 7450,  384,  34.648691, RA: Climb; TIDh: ae0048
  34.648691, -98.683777, 7450,  320,  34.648691, RA: Climb; TIDh: ae0048
  34.646922, -98.683605, 7450,  192,  34.646922, RA: Climb; TIDh: ae0048
  34.645386, -98.683515, 7450,   64,  34.645386, RA: Climb; TIDh: ae0048
  34.644562, -98.683459, 7450,  128,  34.644562, RA: Climb; TIDh: ae0048
  34.642960, -98.683347, 7450,  -64,  34.642960, RA: Climb; TIDh: ae0048
