Latitude,Longitude,Altitude,Vertical Speed,MTE_Value,RA
  40.809082, -74.651550, 4525, 1280,  40.809082, RA: Climb
  39.217328,-104.402588, 9900, -128,  39.217328, RA: Monitor vertical Speed; TIDh: a0fe67
  40.809647, -74.651101, 4550, 1280,  40.809647, RA: Climb
  40.809647, -74.651101, 4550, 1856,  40.809647, RA: Climb
  40.810811, -74.650289, 4575, 1856,  40.810811, RA: Climb
  39.218216,-104.404091, 9925, -320,  39.218216, RA: Monitor vertical Speed; TIDh: a0fe67
  40.812057, -74.649353, 4625, 1856,  40.812057, RA: Climb
  39.218538,-104.404785, 9925, -576,  39.218538, RA: Monitor vertical Speed; TIDh: a0fe67
  40.813092, -74.648542, 4650, 2112,  40.813092, RA: Climb
  39.219086,-104.405942, 9900, -640,  39.219086, RA: Monitor vertical Speed; TIDh: a0fe67
  40.814117, -74.647766, 4700, 2560,  40.814117, RA: Climb
  39.219562,-104.407166, 9900, -704,  39.219562, RA: Monitor vertical Speed; TIDh: a0fe67
  40.814675, -74.647356, 4725, 2560,  40.814675, RA: Level Off
  39.219748,-104.407654, 9900, -768,  39.219748, RA: Monitor vertical Speed; TIDh: a0fe67
  40.815948, -74.646423, 4775, 2752,  40.815948, RA: Level Off
  39.220214,-104.409180, 9875, -768,  39.220214, RA: Monitor vertical Speed; TIDh: a0fe67
  40.816490, -74.645982, 4800, 2624,  40.816490, RA: Level Off
  39.220400,-104.409851, 9875, -768,  39.220400, RA: Monitor vertical Speed; TIDh: a0fe67
  39.220400,-104.409851, 9875, -640,  39.220400, RA: Monitor vertical Speed; TIDh: a0fe67
  39.220551,-104.410540, 9875, -512,  39.220551, RA: Monitor vertical Speed; TIDh: a0fe67
  40.817505, -74.645203, 4850, 2688,  40.817505, RA: Level Off
  39.220871,-104.412152, 9850, -320,  39.220871, RA: Monitor vertical Speed; TIDh: a0fe67
  40.819336, -74.643799, 4900, 1728,  40.819336, RA: Level Off
  40.820354, -74.643048, 4925, 1472,  40.820354, Clear of Conflict
  39.221191,-104.414062, 9850, -128,  39.221191, RA: Monitor vertical Speed; TIDh: a0fe67
  39.221329,-104.415495, 9850, -192,  39.221329, RA: Monitor vertical Speed; TIDh: a0fe67
  39.221378,-104.416321, 9850, -256,  39.221378, RA: Monitor vertical Speed; TIDh: a0fe67
  39.221471,-104.417480, 9850, -320,  39.221471, RA: Monitor vertical Speed; TIDh: a0fe67
  39.221512,-104.418899, 9850, -320,  39.221512, RA: Monitor vertical Speed; TIDh: a0fe67
  39.221512,-104.418899, 9850, -320,  39.221512, RA: Monitor vertical Speed; TIDh: a0fe67
  39.221512,-104.419436, 9850, -320,  39.221512, RA: Monitor vertical Speed; TIDh: a0fe67
  39.221517,-104.421021, 9850, -448,  39.221517, RA: Monitor vertical Speed; TIDh: a0fe67
  39.221517,-104.421021, 9850, -448,  39.221517, RA: Monitor vertical Speed; TIDh: a0fe67
  40.826569, -74.638245, 4950, -512,  40.826569, Clear of Conflict
  39.221466,-104.422302, 9825, -448,  39.221466, RA: Monitor vertical Speed; TIDh: a0fe67
  39.221466,-104.423019, 9825, -320,  39.221466, RA: Monitor vertical Speed; TIDh: a0fe67
  39.221378,-104.424500, 9825,  -64,  39.221378, RA: Monitor vertical Speed; TIDh: a0fe67
  39.221283,-104.425885, 9825,  -64,  39.221283, RA: Monitor vertical Speed; TIDh: a0fe67
  39.221238,-104.426636, 9825, -128,  39.221238, RA: Monitor vertical Speed; TIDh: a0fe67
  39.221191,-104.428094, 9825,    0,  39.221191, RA: Monitor vertical Speed; TIDh: a0fe67
  40.832364, -74.633685, 4825,-1600,  40.832364, Clear of Conflict
  39.221098,-104.429688, 9825,   64,  39.221098, Clear of Conflict; TIDh: a0fe67
  40.838137, -74.629191, 4675,-1856,  40.838137, Clear of Conflict
  39.220633,-104.436584, 9850,  704,  39.220633, Clear of Conflict; TIDh: a0fe67
  39.249961,-104.361938,10900,    0,  39.249961, RA: Climb; TIDh: a0fe67
  40.843826, -74.624695, 4575, -896,  40.843826, Clear of Conflict
  39.220184,-104.443260, 9900, 1088,  39.220184, Clear of Conflict; TIDh: a0fe67
  39.248428,-104.362355,10900,   64,  39.248428, RA: Climb; TIDh: a0fe67
  40.844887, -74.623885, 4550, -896,  40.844887, Clear of Conflict
  39.247773,-104.362488,10900,   64,  39.247773, RA: Climb; TIDh: a0fe67
  39.220001,-104.445529, 9925,  768,  39.220001, Clear of Conflict; TIDh: a0fe67
  40.845352, -74.623510, 4550, -704,  40.845352, Clear of Conflict
  39.246231,-104.362833,10900,   64,  39.246231, RA: Climb; TIDh: a0fe67
  39.219955,-104.446245, 9950,  576,  39.219955, Clear of Conflict; TIDh: a0fe67
  40.846390, -74.622742, 4550, -448,  40.846390, Clear of Conflict
  39.244980,-104.363037,10900,   64,  39.244980, RA: Climb; TIDh: a0fe67
  39.219818,-104.447857, 9950,  384,  39.219818, Clear of Conflict; TIDh: a0fe67
  39.244263,-104.363072,10900,   64,  39.244263, RA: Climb; TIDh: a0fe67
  39.243024,-104.363220,10900,  448,  39.243024, RA: Climb; TIDh: a0fe67
  39.242340,-104.363310,10925,  448,  39.242340, RA: Climb; TIDh: a0fe67
  39.240921,-104.363370,10925,  768,  39.240921, RA: Climb; TIDh: a0fe67
  39.239548,-104.363430,10925, 1344,  39.239548, RA: Climb; TIDh: a0fe67
  39.238174,-104.363430,10950, 1856,  39.238174, RA: Climb; TIDh: a0fe67
  39.237485,-104.363403,10975, 2304,  39.237485, RA: Climb; TIDh: a0fe67
  39.235855,-104.363342,11000, 2688,  39.235855, RA: Climb; TIDh: a0fe67
  39.235199,-104.363370,11025, 2688,  39.235199, RA: Climb; TIDh: a0fe67
  39.233826,-104.363310,11075, 2688,  39.233826, RA: Climb; TIDh: a0fe67
  39.233047,-104.363251,11100, 2880,  39.233047, Clear of Conflict; TIDh: a0fe67
  39.225998,-104.362773,11350, 2112,  39.225998, Clear of Conflict; TIDh: a0fe67
  39.218903,-104.362236,11475, 1088,  39.218903, Clear of Conflict; TIDh: a0fe67
  39.210709,-104.361519,11600, 1920,  39.210709, Clear of Conflict; TIDh: a0fe67
  39.203502,-104.360168,11800, 1792,  39.203502, Clear of Conflict; TIDh: a0fe67
  30.845327, -96.641840,20475, 2112,  30.845327, RA: Level Off; TIDh: acaa1c
  30.845047, -96.641016,20500, 2112,  30.845047, RA: Level Off; TIDh: acaa1c
  30.844349, -96.638873,20525, 2112,  30.844349, RA: Level Off; TIDh: acaa1c
  30.844070, -96.638049,20550, 2112,  30.844070, RA: Level Off; TIDh: acaa1c
  30.843338, -96.635688,20575, 2048,  30.843338, RA: Level Off; TIDh: acaa1c
  30.842999, -96.634644,20600, 2048,  30.842999, RA: Level Off; TIDh: acaa1c
  30.842285, -96.632295,20625, 1856,  30.842285, RA: Level Off; TIDh: acaa1c
  30.841509, -96.629974,20675, 1536,  30.841509, RA: Level Off; TIDh: acaa1c
  30.841230, -96.629095,20675, 1280,  30.841230, RA: Level Off; TIDh: acaa1c
  30.840637, -96.627179,20700, 1280,  30.840637, RA: Level Off; TIDh: acaa1c
  30.839951, -96.625025,20725,  960,  30.839951, RA: Level Off; TIDh: acaa1c
  30.839321, -96.623108,20750,  640,  30.839321, RA: Level Off; TIDh: acaa1c
  30.838902, -96.621844,20750,  320,  30.838902, RA: Level Off; TIDh: acaa1c
  30.838483, -96.620526,20750,   64,  30.838483, RA: Level Off; TIDh: acaa1c
  30.837785, -96.618384,20750,    0,  30.837785, RA: Level Off; TIDh: acaa1c
  30.837226, -96.616681,20750,    0,  30.837226, Clear of Conflict; TIDh: acaa1c
  30.833456, -96.604926,20750,  128,  30.833456, Clear of Conflict; TIDh: acaa1c
  30.829313, -96.592126,20775,  704,  30.829313, Clear of Conflict; TIDh: acaa1c
  30.825635, -96.580591,20850, 1088,  30.825635, Clear of Conflict; TIDh: acaa1c
  30.822097, -96.569385,20975, 1408,  30.822097, Clear of Conflict; TIDh: acaa1c
           ,           ,     ,     ,           , Clear of Conflict
           ,           ,     ,     ,           , Clear of Conflict
  50.103475,   8.853422, 3925, -416,  50.103475, RA: Monitor vertical Speed
  50.103287,   8.852740, 3925, -416,  50.103287, RA: Monitor vertical Speed
  50.103287,   8.852740, 3925, -416,  50.103287, RA: Monitor vertical Speed; TIDh: 3c6595
  50.119908,   8.845479, 4500,-1216,  50.119908, RA: Level Off
  50.103058,   8.851656, 3925, -416,  50.103058, RA: Monitor vertical Speed; TIDh: 3c6595
  50.119769,   8.844959, 4500,-1216,  50.119769, RA: Level Off; TIDh: 3c6677
  50.103058,   8.851656, 3925, -416,  50.103058, RA: Monitor vertical Speed; TIDh: 3c6595
  50.119769,   8.844959, 4500,-1216,  50.119769, RA: Level Off; TIDh: 3c6677
  50.119582,   8.844217, 4475,-1216,  50.119582, RA: Level Off; TIDh: 3c6677
  50.102917,   8.850972, 3925, -416,  50.102917, RA: Descend; TIDh: 3c6595
  50.119263,   8.842765, 4450,-1216,  50.119263, RA: Level Off; TIDh: 3c6677
  50.102554,   8.849415, 3925, -416,  50.102554, RA: Descend; TIDh: 3c6595
  50.119263,   8.842765, 4450,-1216,  50.119263, RA: Level Off; TIDh: 3c6677
  50.119070,   8.842138, 4425,-1216,  50.119070, RA: Level Off; TIDh: 3c6677
  50.102265,   8.848225, 3925, -416,  50.102265, RA: Descend; TIDh: 3c6595
  50.118896,   8.841320, 4425,-1216,  50.118896, RA: Level Off; TIDh: 3c6677
  50.118805,   8.840814, 4425,-1216,  50.118805, RA: Level Off; TIDh: 3c6677
  50.102125,   8.847706, 3925, -416,  50.102125, RA: Descend; TIDh: 3c6595
  50.118512,   8.839614, 4400,-1216,  50.118512, RA: Level Off; TIDh: 3c6677
  50.101776,   8.846162, 3900, -416,  50.101776, RA: Descend; TIDh: 3c6595
  50.118347,   8.839007, 4400,-1216,  50.118347, RA: Level Off; TIDh: 3c6677
  50.101639,   8.845584, 3900, -416,  50.101639, RA: Descend; TIDh: 3c6595
  50.118046,   8.837684, 4400,-1216,  50.118046, RA: Level Off; TIDh: 3c6677
  50.101318,   8.844283, 3875, -416,  50.101318, RA: Descend; TIDh: 3c6595
  50.117889,   8.837055, 4400,-1216,  50.117889, RA: Level Off; TIDh: 3c6677
  50.117752,   8.836549, 4400,-1216,  50.117752, RA: Level Off; TIDh: 3c6677
  50.101055,   8.843178, 3850, -416,  50.101055, RA: Descend; TIDh: 3c6595
  50.117432,   8.835248, 4400,-1216,  50.117432, RA: Level Off; TIDh: 3c6677
  50.100822,   8.842287, 3850, -416,  50.100822, RA: Descend; TIDh: 3c6595
  50.117340,   8.834742, 4400,-1216,  50.117340, RA: Level Off; TIDh: 3c6677
  50.100540,   8.841103, 3825, -416,  50.100540, RA: Descend; TIDh: 3c6595
  50.100403,   8.840431, 3800, -416,  50.100403, RA: Descend; TIDh: 3c6595
  50.100037,   8.839007, 3775, -416,  50.100037, RA: Descend; TIDh: 3c6595
  50.100037,   8.839007, 3775, -416,  50.100037, RA: Descend; TIDh: 3c6595
  50.116603,   8.831672, 4400,-1216,  50.116603, RA: Level Off; TIDh: 3c6677
  50.099751,   8.837684, 3725, -416,  50.099751, RA: Descend; TIDh: 3c6595
  50.099611,   8.837165, 3725, -416,  50.099611, RA: Descend; TIDh: 3c6595
  50.116104,   8.829611, 4400,-1216,  50.116104, RA: Level Off; TIDh: 3c6677
  50.099258,   8.835754, 3700, -416,  50.099258, RA: Descend; TIDh: 3c6595
  50.115812,   8.828480, 4400,-1216,  50.115812, RA: Level Off; TIDh: 3c6677
  50.099121,   8.835248, 3675, -416,  50.099121, RA: Descend; TIDh: 3c6595
  50.115625,   8.827663, 4400,-1216,  50.115625, RA: Level Off; TIDh: 3c6677
  50.098663,   8.833225, 3650, -416,  50.098663, RA: Descend; TIDh: 3c6595
  50.115393,   8.826698, 4400,-1216,  50.115393, RA: Level Off; TIDh: 3c6677
  50.098480,   8.832502, 3625, -416,  50.098480, RA: Descend; TIDh: 3c6595
  50.115113,   8.825510, 4400,-1216,  50.115113, RA: Level Off; TIDh: 3c6677
  50.114974,   8.824991, 4400,-1216,  50.114974, RA: Level Off; TIDh: 3c6677
  50.098389,   8.831924, 3600, -416,  50.098389, RA: Descend; TIDh: 3c6595
  50.114822,   8.824407, 4400,-1216,  50.114822, RA: Level Off; TIDh: 3c6677
  50.098215,   8.831300, 3600, -416,  50.098215, RA: Descend; TIDh: 3c6595
  50.114822,   8.824407, 4400,-1216,  50.114822, RA: Level Off; TIDh: 3c6677
  50.114694,   8.823729, 4400,-1216,  50.114694, RA: Level Off; TIDh: 3c6677
  50.097889,   8.829816, 3575, -416,  50.097889, RA: Descend; TIDh: 3c6595
  50.114508,   8.822986, 4400,-1216,  50.114508, RA: Level Off; TIDh: 3c6677
  50.097889,   8.829816, 3575, -416,  50.097889, RA: Descend; TIDh: 3c6595
  50.114508,   8.822986, 4400,-1216,  50.114508, RA: Level Off; TIDh: 3c6677
  50.097563,   8.828554, 3550, -416,  50.097563, RA: Descend; TIDh: 3c6595
  50.114182,   8.821732, 4400,-1216,  50.114182, RA: Level Off; TIDh: 3c6677
  50.097427,   8.827876, 3525, -416,  50.097427, RA: Descend; TIDh: 3c6595
  50.113907,   8.820431, 4400,-1216,  50.113907, RA: Level Off; TIDh: 3c6677
  50.113907,   8.820431, 4400,-1216,  50.113907, RA: Level Off; TIDh: 3c6677
  50.097107,   8.826430, 3500, -416,  50.097107, RA: Descend; TIDh: 3c6595
  50.113717,   8.819795, 4400,-1216,  50.113717, RA: Level Off; TIDh: 3c6677
  50.113586,   8.819130, 4400,-1216,  50.113586, RA: Level Off; TIDh: 3c6677
  50.096832,   8.825346, 3475, -416,  50.096832, RA: Descend; TIDh: 3c6595
  50.113586,   8.819130, 4400,-1216,  50.113586, RA: Level Off; TIDh: 3c6677
  50.096679,   8.824694, 3450, -416,  50.096679, RA: Descend; TIDh: 3c6595
  50.096420,   8.823539, 3425, -416,  50.096420, RA: Descend; TIDh: 3c6595
  50.112946,   8.816456, 4400,  -32,  50.112946, RA: Level Off; TIDh: 3c6677
  50.096120,   8.822318, 3400, -416,  50.096120, RA: Descend; TIDh: 3c6595
  50.112693,   8.815341, 4400,  -32,  50.112693, RA: Level Off; TIDh: 3c6677
  50.095934,   8.821428, 3400, -416,  50.095934, RA: Descend; TIDh: 3c6595
  50.095608,   8.820091, 3375, -416,  50.095608, RA: Descend; TIDh: 3c6595
  50.112367,   8.813930, 4400,  -32,  50.112367, RA: Level Off; TIDh: 3c6677
  50.095422,   8.819275, 3350, -416,  50.095422, RA: Descend; TIDh: 3c6595
  50.111948,   8.812149, 4400,  -32,  50.111948, RA: Level Off; TIDh: 3c6677
  50.095276,   8.818624, 3325, -416,  50.095276, RA: Descend; TIDh: 3c6595
  50.111808,   8.811629, 4400,  -32,  50.111808, RA: Level Off; TIDh: 3c6677
  50.094864,   8.816890, 3300, -416,  50.094864, RA: Descend; TIDh: 3c6595
  50.111622,   8.810738, 4400,  -32,  50.111622, RA: Level Off; TIDh: 3c6677
  50.094864,   8.816890, 3300, -416,  50.094864, RA: Descend; TIDh: 3c6595
  50.094727,   8.816384, 3300, -416,  50.094727, RA: Descend; TIDh: 3c6595
  50.111389,   8.809699, 4400,  -32,  50.111389, RA: Level Off; TIDh: 3c6677
  50.094406,   8.815083, 3275, -416,  50.094406, RA: Descend; TIDh: 3c6595
  50.111063,   8.808437, 4400,  -32,  50.111063, RA: Level Off; TIDh: 3c6677
  50.094118,   8.813856, 3250, -416,  50.094118, RA: Descend; TIDh: 3c6595
  50.110970,   8.807917, 4400,  -32,  50.110970, Clear of Conflict; TIDh: 3c6677
  50.093948,   8.813059, 3225, -416,  50.093948, RA: Descend; TIDh: 3c6595
  50.093653,   8.811926, 3200, -416,  50.093653, RA: Descend; TIDh: 3c6595
  50.093327,   8.810590, 3175, -416,  50.093327, RA: Descend; TIDh: 3c6595
  50.093170,   8.809951, 3150, -416,  50.093170, RA: Descend; TIDh: 3c6595
  50.092861,   8.808586, 3125, -416,  50.092861, Clear of Conflict; TIDh: 3c6595
  50.109421,   8.801133, 4375,  -32,  50.109421, Clear of Conflict; TIDh: 3c6677
  50.091019,   8.801278, 3025, -416,  50.091019, Clear of Conflict; TIDh: 3c6595
  50.108047,   8.795206, 4300,  -32,  50.108047, Clear of Conflict; TIDh: 3c6677
  50.089142,   8.794194, 3025, -416,  50.089142, Clear of Conflict; TIDh: 3c6595
  50.106354,   8.788051, 4175,  -32,  50.106354, Clear of Conflict; TIDh: 3c6677
  50.087402,   8.787689, 3025, -416,  50.087402, Clear of Conflict; TIDh: 3c6595
  50.104797,   8.781546, 4050,-1536,  50.104797, Clear of Conflict; TIDh: 3c6677
  50.085925,   8.781862, 3025, -544,  50.085925, Clear of Conflict; TIDh: 3c6595
  50.078803,   8.750907, 2600,-1152,  50.078803, RA: Descend; TIDh: 3c6595
  28.862527, -81.816370, 1650,  320,  28.862527, RA: Climb; TIDh: aa391e
  28.862091, -81.816083, 1650,  448,  28.862091, RA: Climb; TIDh: aa391e
  28.862091, -81.816083, 1650,  448,  28.862091, RA: Climb; TIDh: aa391e
  28.861689, -81.815778, 1675,  384,  28.861689, RA: Climb; TIDh: aa391e
  28.861267, -81.815450, 1675,  384,  28.861267, RA: Climb; TIDh: aa391e
  28.860851, -81.815132, 1675,  256,  28.860851, RA: Climb; TIDh: aa391e
  28.860851, -81.815132, 1675,  256,  28.860851, RA: Climb; TIDh: aa391e
  28.859985, -81.814393, 1675,  192,  28.859985, RA: Climb; TIDh: aa391e
  28.859253, -81.813707, 1675,  192,  28.859253, RA: Climb; TIDh: aa391e
  28.858795, -81.813284, 1675,   64,  28.858795, RA: Climb; TIDh: aa391e
  28.858795, -81.813284, 1675,   64,  28.858795, RA: Climb; TIDh: aa391e
  28.858431, -81.812924, 1675,  -64,  28.858431, RA: Climb; TIDh: aa391e
  28.857732, -81.812170, 1675,  -64,  28.857732, RA: Climb; TIDh: aa391e
  28.857313, -81.811685, 1675, -128,  28.857313, RA: Climb; TIDh: aa391e
  28.857313, -81.811685, 1675, -128,  28.857313, RA: Climb; TIDh: aa391e
  28.856964, -81.811330, 1675, -128,  28.856964, RA: Climb; TIDh: aa391e
  28.856615, -81.810931, 1675, -128,  28.856615, RA: Climb; TIDh: aa391e
  28.856323, -81.810485, 1675, -128,  28.856323, RA: Climb; TIDh: aa391e
  28.855591, -81.809639, 1675,  -64,  28.855591, RA: Climb; TIDh: aa391e
  28.855591, -81.809639, 1675,  -64,  28.855591, RA: Climb; TIDh: aa391e
  28.854986, -81.808831, 1675, -128,  28.854986, RA: Climb; TIDh: aa391e
  28.854986, -81.808831, 1675, -256,  28.854986, RA: Climb; TIDh: aa391e
  28.854675, -81.808425, 1675, -320,  28.854675, Clear of Conflict; TIDh: aa391e
  28.851448, -81.803822, 1625, -640,  28.851448, Clear of Conflict; TIDh: aa391e
  28.848083, -81.798812, 1600,  -64,  28.848083, Clear of Conflict; TIDh: aa391e
  28.845245, -81.794481, 1600,   64,  28.845245, Clear of Conflict; TIDh: aa391e
  28.842556, -81.790251, 1625,  128,  28.842556, Clear of Conflict; TIDh: aa391e
 -23.795549, -46.543890, 3550, -192, -23.795549, RA: Monitor vertical Speed
 -23.792104, -46.552907, 3600,    0, -23.792104, RA: Monitor vertical Speed
 -23.790710, -46.556600, 3575,   64, -23.790710, RA: Monitor vertical Speed
 -23.789978, -46.558533, 3575,    0, -23.789978, RA: Monitor vertical Speed
 -23.789429, -46.560008, 3575,  -64, -23.789429, RA: Monitor vertical Speed
 -23.788971, -46.561127, 3600,    0, -23.788971, RA: Monitor vertical Speed
 -23.787588, -46.564826, 3575,  -64, -23.787588, RA: Monitor vertical Speed
 -23.786750, -46.567003, 3600,   64, -23.786750, RA: Monitor vertical Speed
 -23.786270, -46.568247, 3575,  -64, -23.786270, RA: Monitor vertical Speed
 -23.785819, -46.569438, 3600,    0, -23.785819, RA: Monitor vertical Speed
  29.707169,-100.647706,12950,-3264,  29.707169, RA: Level Off; TIDh: adffbc
  29.707397,-100.648868,12925,-3264,  29.707397, RA: Level Off; TIDh: adffbc
  29.707764,-100.650611,12875,-3136,  29.707764, RA: Level Off; TIDh: adffbc
  29.708176,-100.652513,12825,-3008,  29.708176, RA: Level Off; TIDh: adffbc
 -23.783119, -46.576486, 3600,  -64, -23.783119, Clear of Conflict
  29.708381,-100.653561,12800,-3008,  29.708381, RA: Level Off; TIDh: adffbc
  29.708817,-100.655576,12750,-2752,  29.708817, RA: Level Off; TIDh: adffbc
  29.709080,-100.656631,12725,-2816,  29.709080, RA: Level Off; TIDh: adffbc
  29.709457,-100.658428,12675,-2816,  29.709457, RA: Level Off; TIDh: adffbc
  29.709871,-100.660239,12650,-2880,  29.709871, RA: Level Off; TIDh: adffbc
  29.710243,-100.661962,12600,-2752,  29.710243, RA: Level Off; TIDh: adffbc
  29.710476,-100.663093,12575,-2624,  29.710476, RA: Level Off; TIDh: adffbc
 -23.781693, -46.580200, 3600,  -64, -23.781693, Clear of Conflict
  29.710802,-100.664816,12525,-2752,  29.710802, RA: Level Off; TIDh: adffbc
  29.711035,-100.665947,12500,-2752,  29.711035, Clear of Conflict; TIDh: adffbc
 -23.780502, -46.583405, 3575, -512, -23.780502, Clear of Conflict
  29.712059,-100.678765,12175,-3584,  29.712059, Clear of Conflict; TIDh: adffbc
  29.710662,-100.688297,11900,-3520,  29.710662, Clear of Conflict; TIDh: adffbc
  29.707169,-100.697514,11575,-4352,  29.707169, Clear of Conflict; TIDh: adffbc
  29.259659, -97.482376,11600,  704,  29.259659, RA: Monitor vertical Speed; TIDh: adff3f
  29.258698, -97.484330,11600,  960,  29.258698, RA: Descend; TIDh: adff3f
  29.389664,-100.771091, 2625, -192,  29.389664, RA: Climb; TIDh: adffd7
  29.390854,-100.772570, 2625, -128,  29.390854, RA: Climb; TIDh: adffd7
  29.391174,-100.772993, 2625,    0,  29.391174, RA: Climb; TIDh: adffd7
  29.391826,-100.773818, 2625,  128,  29.391826, Clear of Conflict; TIDh: adffd7
  29.395203,-100.778116, 2600,  256,  29.395203, Clear of Conflict; TIDh: adffd7
  29.398041,-100.782870, 2525,-1536,  29.398041, Clear of Conflict; TIDh: adffd7
  29.398623,-100.789220, 2350,-2240,  29.398623, Clear of Conflict; TIDh: adffd7
  31.100418, -99.022845, 5575, 1920,  31.100418, RA: Descend; Crossing Descend; TIDh: adffe6
  31.099641, -99.021094, 5600, 1344,  31.099641, RA: Descend; Crossing Descend; TIDh: adffe6
  31.098724, -99.019345, 5625, 1280,  31.098724, RA: Descend; Crossing Descend; TIDh: adffe6
  31.098221, -99.018483, 5625, 1088,  31.098221, RA: Descend; Crossing Descend; TIDh: adffe6
  31.097305, -99.016921, 5650, 1344,  31.097305, RA: Climb; Climb NOW; TIDh: adffe6
  31.096802, -99.016059, 5650, 1344,  31.096802, RA: Climb; Climb NOW; TIDh: adffe6
  31.096150, -99.015161, 5675, 1472,  31.096150, RA: Climb; Climb NOW; TIDh: adffe6
  31.095566, -99.014228, 5675, 1472,  31.095566, RA: Climb; Climb NOW; TIDh: adffe6
  31.093683, -99.011755, 5725, 2240,  31.093683, RA: Climb; Climb NOW; TIDh: adffe6
  31.093683, -99.011755, 5725, 2240,  31.093683, RA: Climb; Climb NOW; TIDh: adffe6
  31.092566, -99.010382, 5750, 1280,  31.092566, RA: Climb; Climb NOW; TIDh: adffe6
  31.091858, -99.009543, 5775, 2112,  31.091858, RA: Climb; Climb NOW; TIDh: adffe6
  31.089772, -99.007361, 5875, 3328,  31.089772, RA: Climb; Climb NOW; TIDh: adffe6
  31.088333, -99.005935, 5925, 3328,  31.088333, RA: Climb; Climb NOW; TIDh: adffe6
  31.087724, -99.005328, 5950, 4032,  31.087724, RA: Level Off; TIDh: adffe6
  31.086182, -99.003996, 6025, 4736,  31.086182, RA: Level Off; TIDh: adffe6
  31.084579, -99.002596, 6100, 4736,  31.084579, RA: Level Off; TIDh: adffe6
  31.082657, -99.001088, 6200, 3584,  31.082657, RA: Level Off; TIDh: adffe6
  31.081421, -99.000172, 6250, 3584,  31.081421, RA: Level Off; TIDh: adffe6
  31.079996, -98.999121, 6325, 3520,  31.079996, RA: Level Off; TIDh: adffe6
  31.078674, -98.998234, 6350, 3584,  31.078674, RA: Level Off; TIDh: adffe6
  31.077343, -98.997308, 6425, 3712,  31.077343, RA: Level Off; TIDh: adffe6
  31.076412, -98.996704, 6450, 3584,  31.076412, Clear of Conflict; TIDh: adffe6
  31.067288, -98.990771, 6825, 4032,  31.067288, Clear of Conflict; TIDh: adffe6
  31.059448, -98.985847, 7175, 3840,  31.059448, Clear of Conflict; TIDh: adffe6
  31.050980, -98.980408, 7525, 3712,  31.050980, Clear of Conflict; TIDh: adffe6
           ,           ,     ,     ,           , RA: Climb
  29.563293, -98.262986, 2675, -192,  29.563293, RA: Climb; TIDh: ae00f1
  29.563293, -98.262986, 2675, -384,  29.563293, RA: Climb; TIDh: ae00f1
  29.563697, -98.263227, 2675, -384,  29.563697, RA: Climb; TIDh: ae00f1
  29.563697, -98.263227, 2675, -384,  29.563697, RA: Climb; TIDh: ae00f1
  29.564628, -98.263873, 2675, -768,  29.564628, RA: Climb; TIDh: ae00f1
  29.564628, -98.263873, 2675, -576,  29.564628, RA: Climb; TIDh: ae00f1
  29.565079, -98.264201, 2675,  -64,  29.565079, RA: Climb; TIDh: ae00f1
  29.565978, -98.264788, 2675, -128,  29.565978, RA: Climb; TIDh: ae00f1
  29.566397, -98.265058, 2675, -192,  29.566397, RA: Climb; TIDh: ae00f1
  29.567184, -98.265575, 2675,    0,  29.567184, RA: Climb; TIDh: ae00f1
  29.567561, -98.265866, 2675,    0,  29.567561, RA: Climb; TIDh: ae00f1
  29.567561, -98.265866, 2675, -128,  29.567561, Clear of Conflict; TIDh: ae00f1
  29.572030, -98.269582, 2575,-2112,  29.572030, Clear of Conflict; TIDh: ae00f1
  29.574218, -98.273944, 2400,-1984,  29.574218, Clear of Conflict; TIDh: ae00f1
  29.574371, -98.279677, 2125,-3328,  29.574371, Clear of Conflict; TIDh: ae00f1
  26.607490, -79.121898,28600, 2848,  26.607490, RA: Level Off; TIDh: a1d7f7
  26.609482, -79.120478,28625, 2848,  26.609482, RA: Level Off; TIDh: a1d7f7
  26.609482, -79.120478,28625, 2848,  26.609482, RA: Level Off; TIDh: a1d7f7
  26.611494, -79.119046,28675, 2848,  26.611494, RA: Level Off; TIDh: a1d7f7
  26.612732, -79.118197,28700, 2848,  26.612732, RA: Level Off; TIDh: a1d7f7
  26.614426, -79.117006,28725, 2848,  26.614426, RA: Level Off; TIDh: a1d7f7
  26.615544, -79.116193,28750, 2848,  26.615544, RA: Level Off; TIDh: a1d7f7
  26.617538, -79.114777,28775, 2848,  26.617538, RA: Level Off; TIDh: a1d7f7
  33.348906, -97.393575, 3975, -192,  33.348906, RA: Monitor vertical Speed; TIDh: a9a7cb
  33.348724, -97.394952, 3950, -192,  33.348724, RA: Monitor vertical Speed; TIDh: a9a7cb
  26.618756, -79.113922,28800, 2848,  26.618756, RA: Level Off; TIDh: a1d7f7
  33.348627, -97.395817, 3950, -256,  33.348627, RA: Monitor vertical Speed; TIDh: a9a7cb
  26.620385, -79.112760,28825, 2848,  26.620385, RA: Level Off; TIDh: a1d7f7
  33.348495, -97.396655, 3950, -256,  33.348495, RA: Monitor vertical Speed; TIDh: a9a7cb
  26.622391, -79.111305,28850, 2848,  26.622391, RA: Level Off; TIDh: a1d7f7
  26.623597, -79.110436,28850, 2848,  26.623597, RA: Level Off; TIDh: a1d7f7
  26.625595, -79.109025,28875, 2848,  26.625595, RA: Level Off; TIDh: a1d7f7
